variable	label
j206	D6-MATHS: GEOMETRY
j207	D6-MATHS: STATISTICS
j208	D6-MATHS: FRACTIONS
j209	D6-MATHS: MEASURE
j210	D6-MATHS: ALGEBRA
j211	D6-MATHS: OTHERS
j212	D7A-IS CLASS GIVEN HOMEWORK
j213	D7B-TYPE OF HOMEWORK
j214	D8A-INCENTIVES:VERBAL PRAISE
j215	D8A-INCENTIVES:WRITTEN PRAISE
j216	D8A-INCENTIVES:NEITHER WRITTEN OR VERBAL
j217	D8B-INCENTIVES:NAMING IN CLASS
j218	D8B-INCENTIVES:NAMING IN ASSEMBLY
j219	D8B-INCENTIVES:NAMING NOT USED
j220	D8C-INCENTIVES:WORK DISPLAYED-EQUALLY
j221	D8C-INCENTIVES:WORK DISPLAYED-HIGH QUALITY
j222	D8C-INCENTIVES:WORK DISPLAYED-HIGH EFFORT
j223	D8C-INCENTIVES:WORK DISPLAYED-NOT USED
j224	D8D-INCENTIVES:AWARDING FREE TIME
j225	D8E-INCENTIVES:INDIVIDUAL COMPETITION
j226	D8E-INCENTIVES:GROUP COMPETITION
j227	D8E-INCENTIVES:COMPETITION NOT USED
j228	D8F-OTHER INCENTIVES
j229	D9-OPEN TEACHING
j230	D9-DIDACTIC METHODS
j231	D9-QUESTION AND ANSWER METHODS
j232	D9-FIRM SCHEDULE
j233	D9-PLANNING INDIVIDUAL TASKS
j234	D10-ED GOALS: CLASSROOM TEST
j235	D10-ED GOALS: CSE O OR A LEVELS
j236	D10-ED GOALS: ENTRANCE EXAMS
j237	D10-ED GOALS: TECHNICAL/CRAFT TRAINING
j238	D10-ED GOALS: POLY UNI EDUCATION
j239	D10-ED GOALS: JOB-RISK OF UNEMPLOYMENT
j240	D10-ED GOALS: FAMILY TEACHER APPROVAL
j241	D10-ED GOALS: PEER APPROVAL
j242	D10-ED GOALS: PRIDE IN WORK DONE
j243	D10-ED GOALS: NONE OF THESE
j244	D11-SCALE SPECIFYING BEHAVIOR RULES
j245	D11-SCALE DEVELOPING QUESTIONING ATTITUDE
j246	D12-NUMBER OF GIRL PUPILS
j247	D12-NUMBER OF BOY PUPILS
j248	D13-NUMBER OF BOARDERS
j249	D14-AGE RANGE OF PUPILS FROM:
j250	D14-AGE RANGE OF PUPILS TO:
j251	D15-SCHOOL: MAINTAINED
j252	D15-SCHOOL: VOLUNTARY-CONTROLLED
j253	D15-SCHOOL: VOLUNTARY-AIDED
j254	D15-SCHOOL: DIRECT GRANT
j255	D15-SCHOOL: INDEPENDENT
j256	D15-SCHOOL: OTHER
j257	D16-JUNIOR AND INFANTS ALSO
j258	D16-MIDDLE AND FIRST ALSO
j259	D16-JUNIOR ALSO
j260	D16-MIDDLE ALSO
j261	D16-ATTACHED NURSERY CLASS ALSO
j262	D16-PRIORITY AREA ALSO
j263	D16-SPECIAL ALSO
j264	D16-OTHER ALSO
j265	D17-TOTAL NUMBER OF REGISTERED CLASSES
j266	D18-SCALE POST FOR READING ETC
j267	D18A-SCALE POST FOR MATHS
j268	D18A-SCALE POST FOR SPECIAL EDUCATION
j269	D18A-SCALE POST FOR HOME/SCHOOL LIAISON
j270	D18A-DOES SCHOOL HAVE NO SCALES
j271	D18B-TEACHER RESPONSIBLE FOR READING ETC
j272	D18B-TEACHER RESPONSIBLE FOR MATHS
j273	D18B-TEACHER RESP FOR REMEDIAL EDUCATION
j274	D18B-TEACHER RESPONSIBLE FOR HOME LIAISON
j275	D18B-TEACHER NOT RESP FOR ANY
j276	D19-ANY CLASSES STREAMED IN THE SCHOOL?
j277	D20-SCALE DIDACTIC PHILOSOPHY
j278	D20-SCALE STRUCTURED CLASSES
j279	D20-SCALE LOOSE ADHERENCE
j280	D21-MAINTENANCE DAILY SCHEDULE
j281	D21-MAINTENANCE REGULAR SCHEDULE
j282	D21-MAINTENANCE LESS REGULAR SCHEDULE
j283	D21-MAINTENANCE WHEN NECESSARY
j284	D21-MAINTENANCE DISCIPLINARY MEASURES
j285	D21-MAINTENANCE NO WORK EXPECTED
j286	D22A-CLASS TEACHER RESPONSIBLE FOR BEHAVIOUR PROBLEMS
j287	D22A-HEAD RESP FOR BEHAVIOUR PROBLEMS
j288	D22A-TEACHER WITH SPECIAL RESPONSIBILITY
j289	D22A-EDUCATION PSYCHOLOGIST RESPONSIBLE
j290	D22A-NO PERSON RESPONSIBLE
j291	D22B-PERSONAL PROBS:TEACHER RESPONSIBLE
j292	D22B-PERSONAL PROBS:HEAD RESPONSIBLE
j293	D22B-PERSONAL PROBS:SPECIAL TEACHER
j294	D22B-PERSONAL PROBS:ED PSYCHOLOGIST
j295	D22B-PERSONAL PROBS:NO PERSON
j296	D23-DISCIPLINE SUSPENSION AND/OR EXPULSION
j297	D23-DISCIPLINE CORPORAL PUNISHMENT(CANING)
j298	D23-DISCIPLINE OTHER CORPORAL PUNISHMENT
j299	D23-DISCIPLINE PHYSICAL EXERCISE
j300	D23-DISCIPLINE EXTRA CLASSWORK/HOMEWORK
j301	D23-DISCIPLINE WRITE 'LINES'
j302	D23-DISCIPLINE KEPT IN SCHOOL
j303	D23-DISCIPLINE CONFINEMENT TO NURTURE GROUP
j304	D23-DISCIPLINE EXCLUSION FROM ACTIVITIES
j305	D23-DISCIPLINE DISCUSSION
j306	D23-DISCIPLINE ADMOLISHED
j307	D23-DISCIPLINE REPORT TO PARENTS
j308	D23-DISCIPLINE OTHER METHODS
j309	D24-ASSEMBLY TIME-GENERAL
j310	D24-ASSEMBLY TIME-PRAYERS HYMNS
j311	D24-ASSEMBLY TIME-DISCUSSIONS OF FAITHS
j312	D24-ASSEMBLY TIME-TEAM/INDIVIDUAL ACHIEVEMENT
j313	D24-ASSEMBLY TIME-CLASS ACHIEVEMENT
j314	D24-ASSEMBLY TIME-ETHICAL ISSUES
j315	D24-ASSEMBLY TIME-POPULAR/SCHOOL SONGS
j316	D24-ASSEMBLY TIME-OTHER
j317	COMPUTED TOTAL FOR QUESTION D24
j318	D25A-HIGH ACADEMIC LEVEL
j319	D25A-ABOVE AVERAGE ACADEMIC LEVEL
j320	D25A-AVERAGE ACADEMIC LEVEL
j321	D25A-BELOW AVERAGE ACADEMIC LEVEL
j322	D25A-LOW ACADEMIC LEVEL
j323	COMPUTED TOTAL FOR QUESTION D25A
j324	FATHER'S OCCUPATION: PROFESSIONAL/MANAGERIAL
j325	D25B-CLERICAL
j326	D25B-SKILLED MANUAL
j327	D25B-SEMI-SKILLED MANUAL
j328	COMPUTED TOTAL FOR QUESTION D25B
j329	D25C-PARENT'S CULTURE: ENGLISH ETC
j330	D25C-PARENT'S CULTURE: S. IRISH
j331	D25C-PARENT'S CULTURE: OTHER EUROPEAN
j332	D25C-PARENT'S CULTURE: WEST INDIAN
j333	D25C-PARENT'S CULTURE: AFRICAN
j334	D25C-PARENT'S CULTURE: ASIAN
j335	D25C-PARENT'S CULTURE: ANY TWO OF THE ABOVE
j336	D25C-PARENT'S CULTURE: OTHER GROUPS
j337	COMPUTED TOTAL FOR QUESTION D25C
j338	D26-AREA: OF CLOSELY PACKED HOUSES
j339	D26-AREA: COUNCIL ESTATE OF HOUSES
j340	D26-AREA: LESS EXPENSIVE PRIVATE
j341	D26-AREA: WELL-SPACED HOUSES
j342	D26-AREA: LARGE HOUSES SET IN OWN GROUNDS
j343	D26-AREA: MAINLY RURAL
j344	D26-AREA: OTHER TYPE OF NEIGHBOURHOOD
j345	COMPUTED TOTAL FOR QUESTION D26
j346	CATCHMENT AREA
j347	D27-DESCRIPTION OF TRAFFIC
i8	VOCAB ITEM 1-ELEPHANT
i9	VOCAB ITEM 2-PLAYGROUND
i10	VOCAB ITEM 3-PLUG
i11	VOCAB ITEM 4-RHUBARB
i12	VOCAB ITEM 5-AEROPLANE
i13	VOCAB ITEM 6-EYEBROW
i14	VOCAB ITEM 7-ELBOW
i15	VOCAB ITEM 8-SUN
i16	VOCAB ITEM 9-CHURCH
i17	VOCAB ITEM 10-PROJECTOR
i18	VOCAB ITEM 11-FOSSIL
i19	VOCAB ITEM 12-DIVER
i20	VOCAB ITEM 13-WARDROBE
i21	VOCAB ITEM 14-HYENA
i22	VOCAB ITEM 15-SWEETS
i23	VOCAB ITEM 16-CINEMA
i24	VOCAB ITEM 17-CAKE
i25	VOCAB ITEM 18-IRON
i26	VOCAB ITEM 19-FIRE-ENGINE
i27	VOCAB ITEM 20-WAISTCOAT
i28	VOCAB ITEM 21-CORKSCREW
i29	VOCAB ITEM 22-OINTMENT
i30	VOCAB ITEM 23-TELESCOPE
i31	VOCAB ITEM 24-MOUNTAIN
i32	VOCAB ITEM 25-VEIL
i33	VOCAB ITEM 26-PEDESTRIAN
i34	VOCAB ITEM 27-REPTILE
i35	VOCAB ITEM 28-TOBOGGAN
i36	VOCAB ITEM 29-MIGRATION
i37	VOCAB ITEM 30-DESTINATION
i38	VOCAB ITEM 31-CROCKERY
i39	VOCAB ITEM 32-SATURATION
i40	VOCAB ITEM 33-GARMENT
i41	VOCAB ITEM 34-NOURISHMENT
i42	VOCAB ITEM 35-ECLIPSE
i43	VOCAB ITEM 36-IMPLEMENT
i44	VOCAB ITEM 37-DOUSE
i45	VOCAB ITEM 38-GEYSER
i46	VOCAB ITEM 39-OSTEOPATH
i47	VOCAB ITEM 40-UPHOLSTERY
i48	VOCAB ITEM 41-DETRITUS
i49	VOCAB ITEM 42-APEX
i50	VOCAB ITEM 43-SUBMERGENCE
i51	VOCAB ITEM 44-ACCESSORIES
i52	VOCAB ITEM 45-ABSTINENCE
i53	VOCAB ITEM 46-ARBITRATOR
i54	VOCAB ITEM 47-EROSION
i55	VOCAB ITEM 48-RADIATION
i56	VOCAB ITEM 49-QUAGMIRE
i57	VOCAB ITEM 50-BARRISTER
i58	VOCAB ITEM 51-SUBURB
i59	VOCAB ITEM 52-CARNIVORE
i60	VOCAB ITEM 53-CONSTELLATION
i61	VOCAB ITEM 54-PROFILE
i62	VOCAB ITEM 55-VERANDAH
i66	VOCAB ITEM 56-DUPLICATE
i67	VOCAB ITEM 57-HORTICULTURE
i68	VOCAB ITEM 58-VORTEX
i69	VOCAB ITEM 59-ABODE
i70	VOCAB ITEM 60-CIVILIAN
i71	VOCAB ITEM 61-VISTA
i72	VOCAB ITEM 62-CONDIMENTS
i73	VOCAB ITEM 63-METAMORPHOSIS
i74	VOCAB ITEM 64-ZENITH
i75	VOCAB ITEM 65-ITINERARY
i76	VOCAB ITEM 66-SINEW
i77	VOCAB ITEM 67-PARAPHERNALIA
i78	VOCAB ITEM 68-HOSIERY
i79	VOCAB ITEM 69-ZONE
i80	VOCAB ITEM 70-VERTEBRATE
i81	VOCAB ITEM 71-FORMULA
i82	SENTENCES Q72-NO HOUSE HAS A CHIMNEY
i83	SENTENCES Q73-NO BALL HAS SPOTS
i84	SENTENCES Q74-ALTHOUGH IT WAS RAINING...
i85	SENTENCES Q75-THE LORRY WITH THE.....
i86	SENTENCES Q76-BEFORE THE BALL.....
i87	SENTENCES Q77-THE HOUSE WAS AS TALL....
i88	SENTENCES Q78-ONLY THE CAT IS WITHOUT...
i89	SENTENCES Q79-NOT ALL THE CHAINS ARE..
i90	SENTENCES Q80-NOT ONLY THE CHILDREN.....
i91	SENTENCES Q81-NOT ONLY THE CURTAINS.....
i92	SENTENCES Q82-THE GIRL RAN AS FAST AS...
i93	SENTENCES Q83-THERE'S NOT A TOY  .....
i94	SENTENCES Q84-NOT ALL THE LORRIES...
i95	SENTENCES Q85-THERE'S NOT A SHOE WITHOUT...
i96	SENTENCES Q86-ONLY THE BEACH.....
i97	SENTENCES Q87-THERE IS NO BOTTLE.
i98	SEQUENCES Q88-WHEN HE HAD FINISHED....
i99	SEQUENCES Q89-THE MAN PICKED UP LADDER..
i100	SEQUENCES Q90-THE DOG CHASED THE CAT....
i101	SEQUENCES Q91-WHEN THE BOY HAD PUT ON...
i102	SEQUENCES Q92-AFTER THE RAINFALL......
i103	SEQUENCES Q93-WHEN THE TRAIN ARRIVED....
i104	SEQUENCES Q94-WHEN THE PLANE HAD LANDED.
i105	SEQUENCES Q95-BEFORE LEAVING THE HOUSE...
i106	SEQUENCES Q96-THEY ATE THE APPLES WHICH...
i107	SEQUENCES Q97-BEFORE RISING TO HIS FEET.
i108	SEQUENCES Q98-THEY KICKED THE BEACH ....
i109	SEQUENCES Q99-BEFORE SHE WENT UPSTAIRS
i110	SEQUENCES Q100-BEFORE HE TURNED......
i111	DIAGNOSTIC READING-PLAY
i112	DIAGNOSTIC READING-SHARP
i113	DIAGNOSTIC READING-LIST
i114	DIAGNOSTIC READING-OLD
i115	DIAGNOSTIC READING-JUMPING
i116	DIAGNOSTIC READING-BEFORE
i117	DIAGNOSTIC READING-SOON
i118	DIAGNOSTIC READING-OPEN
i119	DIAGNOSTIC READING-SLY
i120	DIAGNOSTIC READING-GROUND
i121	DIAGNOSTIC READING-CHILDREN
i122	DIAGNOSTIC READING-DITCH
i123	DIAGNOSTIC READING-MOUTH
i124	DIAGNOSTIC READING-AIR
i125	DIAGNOSTIC READING-SPEAKING
i126	DIAGNOSTIC READING-LOW
i127	DIAGNOSTIC READING-EVERYONE
i128	DIAGNOSTIC READING-MISCHIEF
i129	DIAGNOSTIC READING-FRIENDLY
i130	DIAGNOSTIC READING-BECAUSE
i131	DIAGNOSTIC READING-STRANGE
i132	DIAGNOSTIC READING-FAREWELL
i133	DIAGNOSTIC READING-MEADOW
i134	DIAGNOSTIC READING-FRIGHTENED
i135	DIAGNOSTIC READING-TOWARDS
i136	DIAGNOSTIC READING-BEAUTY
i137	DIAGNOSTIC READING-ADVENTURE
i141	DIAGNOSTIC READING-ALTOGETHER
i142	DIAGNOSTIC READING-THISTLE
i143	DIAGNOSTIC READING-AUTUMN
i144	DIAGNOSTIC READING-GRACIOUS
i145	DIAGNOSTIC READING-OCEAN
i146	DIAGNOSTIC READING-QUARRELSOME
i147	DIAGNOSTIC READING-NEIGHBOURHOOD
i148	DIAGNOSTIC READING-JEALOUSY
i149	DIAGNOSTIC READING-DELICIOUS
i150	DIAGNOSTIC READING-SOVEREIGN
i151	DIAGNOSTIC READING-MANUFACTURE
i152	DIAGNOSTIC READING-IDLENESS
i153	DIAGNOSTIC READING-POPULATION
i154	DIAGNOSTIC READING-ACQUAINTANCE
i155	DIAGNOSTIC READING-PALEST
i156	DIAGNOSTIC READING-CEREMONY
i157	DIAGNOSTIC READING-MONUMENTAL
i158	DIAGNOSTIC READING-ACKNOWLEDGE
i159	DIAGNOSTIC READING-THREATEN
i160	DIAGNOSTIC READING-BURIAL
i161	DIAGNOSTIC READING-LEAGUE
i162	DIAGNOSTIC READING-NEVERTHELESS
i163	DIAGNOSTIC READING-TRIUMPHANT
i164	DIAGNOSTIC READING-ROGUE
i165	DIAGNOSTIC READING-RUINOUS
i166	DIAGNOSTIC READING-DENY
i167	DIAGNOSTIC READING-ORIGINAL
i168	DIAGNOSTIC READING-CONSEQUENCES
i169	DIAGNOSTIC READING-REVERENCE
i170	DIAGNOSTIC READING-CHEQUE
i171	DIAGNOSTIC READING-PYRAMID
i172	DIAGNOSTIC READING-VEHICLE
i173	DIAGNOSTIC READING-EMPHASISE
i174	DIAGNOSTIC READING-LIEUTENANT
i175	DIAGNOSTIC READING-BENEFICIAL
i176	DIAGNOSTIC READING-PIETY
i177	DIAGNOSTIC READING-ENDEAVOUR
i178	DIAGNOSTIC READING-SUSCEPTIBLE
i179	DIAGNOSTIC READING-SACRIFICIAL
i180	DIAGNOSTIC READING-ANTICIPATE
i181	DIAGNOSTIC READING-IDIOTIC
i182	DIAGNOSTIC READING-AREA
i183	DIAGNOSTIC READING-HEROIC
i184	DIAGNOSTIC READING-DIAMETER
i185	DIAGNOSTIC READING-FACILITY
i186	DIAGNOSTIC READING-CYNICAL
i187	DIAGNOSTIC READING-ANALYSIS
i188	DIAGNOSTIC READING-PICTURESQUE
i189	DIAGNOSTIC READING-SOLICITOR
i190	DIAGNOSTIC READING-INACCURACY
i191	DIAGNOSTIC READING-STRATAGEM
i192	DIAGNOSTIC READING-PERSUASIVE
i193	DIAGNOSTIC READING-MANOEUVRES
i194	DIAGNOSTIC READING-PREFERENCE
i195	DIAGNOSTIC READING-TYRANNY
i196	DIAGNOSTIC READING-CATASTROPHE
i197	DIAGNOSTIC READING-OPAQUE
i198	DIAGNOSTIC READING-DECISIVE
i199	DIAGNOSTIC READING-MISCELLANEOUS
i200	DIAGNOSTIC READING-RECIPE
i201	DIAGNOSTIC READING-PRECIPITOUS
i202	DIAGNOSTIC READING-PNEUMONIA
i203	DIAGNOSTIC READING-CALIBRE
i204	DIAGNOSTIC READING-MAUSOLEUM
i205	DIAGNOSTIC READING-OCCIPITAL
i206	DIAGNOSTIC READING-FACETIOUS
i207	DIAGNOSTIC READING-TSETSE
i208	DIAGNOSTIC READING-NAUSEA
i209	DIAGNOSTIC READING-RHETORIC
i210	DIAGNOSTIC READING-UNANIMITY
i211	DIAGNOSTIC READING-HEINOUS
i212	DIAGNOSTIC READING-FORTUITOUS
i216	DIAGNOSTIC READING-DESULTORY
i217	DIAGNOSTIC READING 2ND LIST: NEADOW
i218	DIAGNOSTIC READING 2ND LIST: LOCEAN
i219	DIAGNOSTIC READING 2ND LIST: TEAGUE
i220	DIAGNOSTIC READING 2ND LIST: OREA
i221	DIAGNOSTIC READING 2ND LIST: HISTLE
i222	DIAGNOSTIC READING 2ND LIST: NAREWELL
i223	DIAGNOSTIC READING 2ND LIST: OLDNESS
i224	DIAGNOSTIC READING 2ND LIST: RONUMENTAL
i3808	DICTATION - TIME - MINUTES
i3809	DICTATION - HANDWRITING - IMPRESSION
i3810	DICTATION - HANDWRITING - CURSIVE
i3811	DICTATION - HANDWRITING - DIVISION
i3812	DICTATION - HANDWRITING - SLANT
i3813	DICTATION - HANDWRITING - FORM
i3814	DICTATION - HANDWRITING - SIZE
i3815	DICTATION - SPELLING - OFTEN
i3816	DICTATION - SPELLING - OPPOSITE
i3817	DICTATION - SPELLING - CURTAINS
i3818	DICTATION - SPELLING - LATEST
i3819	DICTATION - SPELLING - WANTED
i3820	DICTATION - SPELLING - VISITED
i3821	DICTATION - SPELLING - GALLERY
i3822	DICTATION - SPELLING - WROTE
i3823	DICTATION - SPELLING - POEMS
i3824	DICTATION - SPELLING - LAUGH
i3825	DICTATION - SPELLING - MY
i3826	DICTATION - SPELLING - REMEMBER
i3827	DICTATION - SPELLING - POETRY
i3828	DICTATION - SPELLING - PRU... CONSONANT
i3829	DICTATION - SPELLING - PRU... OTHER
i3830	DICTATION - SPELLING - ...NTY CONSONANT
i3831	DICTATION - SPELLING - ...NTY OTHER
i3832	DICTATION - SPELLING - BUT
i3833	DICTATION - SPELLING - AUNT
i3834	DICTATION - SPELLING - HER
i3835	DICTATION - SPELLING - PROBLEM
i3836	DICTATION - SPELLING - SLI... CNSNT
i3837	DICTATION - SPELLING - SLI... OTHER
i3838	DICTATION - SPELLING - ...MBER CNSNT
i3839	DICTATION - SPELLING - ...MBER OTHER
i3840	DICTATION - SPELLING - PRETEND
i3841	DICTATION - SPELLING - MAGNIFICENT
i3842	DICTATION - SPELLING - SPLENDID
i3843	DICTATION - SPELLING - WAS
i3844	DICTATION - SPELLING - GRO...-CNSNT
i3845	DICTATION - SPELLING - GRO...-OTHER
i3846	DICTATION - SPELLING - ...NDEL-CNSNT
i3847	DICTATION - SPELLING - ...NDEL-OTHER
i3848	DICTATION - SPELLING - REALLY
i3849	DICTATION - SPELLING - HOUSE
i3850	DICTATION - SPELLING - PURPLE
i3851	DICTATION - SPELLING - UNDERSTOOD
i3852	DICTATION - SPELLING - BLO... - CNSNT
i3853	DICTATION - SPELLING - BLO... - OTHER
i3854	DICTATION - SPELLING - ...MP - CNSNT
i3855	DICTATION - SPELLING - ...MP - OTHER
i3856	DICTATION - SPELLING - SPECIAL
i3857	DICTATION - SPELLING - BLUE
i3858	DICTATION - SPELLING - BISCUITS
i3859	DICTATION - SPELLING - REFRESHMENT
i3860	DICTATION - SPELLING - JUICE
i3861	DICTATION - SPELLING - STOMACH
i3862	DICTATION - SPELLING - THERE
i3863	DICTATION - SPELLING - CAKE
i3864	DICTATION - SPELLING - CONTENTED
i3865	COPYING - IMPRESSION
i3866	COPYING - CURSIVE
i3867	COPYING - DIVISION
i3868	COPYING - SLANT
i3869	COPYING - FORM
i3870	COPYING - SIZE
i225	NBP RIGHT HAND SHOWN - CORRECT
i226	NBP RIGHT HAND SHOWN - ECHOED QUESTION
i227	NBP RIGHT HAND SHOWN - REPEAT
i228	NBP RIGHT HAND SHOWN - EPANELEPSIS
i229	NBP RIGHT HAND SHOWN - INCORRECT
i230	NBP LEFT EAR SHOWN - CORRECT
i231	NBP LEFT EAR SHOWN - ECHOED QUESTION
i232	NBP LEFT EAR SHOWN - REPEAT
i233	NBP LEFT EAR SHOWN - EPANELEPSIS
i234	NBP LEFT EAR SHOWN - INCORRECT
i235	NBP OBSERVER'S RIGHT HAND - CORRECT
i236	NBP OBSERVER'S RIGHT HAND-ECHOED QSTN
i237	NBP OBSERVER'S RIGHT HAND - REPEAT
i238	NBP OBSERVER'S RIGHT HAND-EPANELEPSIS
i239	NBP OBSERVER'S RIGHT HAND-INCORRECT
i240	NBP OS L.HAND WITH SS R.HAND-CORRECT
i241	NBP OS L.HAND WITH SS R.HAND-CRECT HAND
i242	NBP OS L.HAND WITH SS R.HAND-ECHOED QN
i243	NBP OS L.HAND WITH SS R.HAND-REPEAT
i244	NBP OS L.HAND WITH SS R.HAND-EPANELEPSS
i245	NBP OS L.HAND WITH SS R.HAND-OSHAND-INC
i246	NBP OS L.HAND WITH SS R.HAND-SSHAND-INC
i247	NBP OS R.EAR WITH SS R.HAND-OS EAR CRC
i248	NBP OS R.EAR WITH SS R.HAND-CRECT HAND
i249	NBP OS R.EAR WITH SS R.HAND-ECHOED QN
i250	NBP OS R.EAR WITH SS R.HAND-REPEAT
i251	NBP OS R.EAR WITH SS R.HAND-EPANELEPSIS
i252	NBP OS R.EAR WITH SS R.HAND-OS HAND INC
i253	NBP OS R.EAR WITH SS R.HAND-SS HAND INC
i254	NBP OS R.HAND WITH SS R.HAND-OS HAND CT
i255	NBP OS R.HAND WITH SS R.HAND-SS HAND C
i256	NBP OS R.HAND WITH SS R.HAND-ECHOED QN
i257	NBP OS R.HAND WITH SS R.HAND-REPEAT
i258	NBP OS R.HAND WITH SS R.HAND-EPANELEPSI
i259	NBP OS R.HAND WITH SS R.HAND-OSHAND-IN
i260	NBP OS R.HAND WITH SS R.HAND-SS HAND INC
i261	NBP OS L.EAR WITH SS L.HAND-OS EAR CRCT
i262	NBP OS L.EAR WITH SS L.HAND-SS HAND CRT
i263	NBP OS L.EAR WITH SS L.HAND-ECHOED QN
i264	NBP OS L.EAR WITH SS L.HAND-REPEAT
i265	NBP OS L.EAR WITH SS L.HAND-EPANELEPSIS
i266	NBP OS L.EAR WITH SS L.HAND-EAR INCRCT
i267	NBP OS L.EAR WITH SS L.HAND-HAND INCRT
i268	NBP OS R.HAND WITH SS L.HAND-R.HAND OK
i269	NBP OS R.HAND WITH SS L.HAND-L.HAND OK
i270	NBP OS R.HAND WITH SS L.HAND-ECHOED QN
i271	NBP OS R.HAND WITH SS L.HAND-REPEAT
i272	NBP OS R.HAND WITH SS L.HAND-EPANELEPSS
i273	NBP OS R.HAND WITH SS L.HAND-R.HAND-INC
i274	NBP OS R.HAND WITH SS L.HAND-L.HAND-INC
i283	NAMING BODY PARTS-ANY SPECIAL STRATEGY
i3871	MONTHS FORWARD - IS CHILD CORRECT
i3872	MONTHS FORWARD - OMISSIONS
i3873	MONTHS FORWARD - INVERSIONS
i3874	MONTHS FORWARD - OTHER ERRORS
i3875	MONTHS FORWARD - UNCERTAINTY
i3876	MONTHS FORWARD - QUERIES
i3877	MONTHS FORWARD - PAUSES
i3878	MONTHS FORWARD - CORRECTIONS -TOTAL
i3879	MONTHS FORWARD - CORRECTIONS -CORRECT
i3880	MONTHS BACKWARD - IS CHILD CORRECT
i3881	MONTHS BACKWARD - OMISSIONS
i3882	MONTHS BACKWARD - INVERSIONS
i3883	MONTHS BACKWARD - OTHER ERRORS
i3884	MONTHS BACKWARD - UNCERTAINTY
i3885	MONTHS BACKWARD - QUERIES
i3886	MONTHS BACKWARD - PAUSES
i3887	MONTHS BACKWARD - CORRECTIONS - TOTAL
i3888	MONTHS BACKWARD - CORRECTIONS - CORRECT
i275	SOCIAL JUDGEMENT SCALE-ITEM 1
i3889	SOCIAL JUDGEMENT ITEM 1 - WHY?
i276	SOCIAL JUDGEMENT SCALE-ITEM 2
i3890	SOCIAL JUDGEMENT ITEM 2 - WHY?
i277	SOCIAL JUDGEMENT SCALE-ITEM 3
i3891	SOCIAL JUDGEMENT ITEM 3 - WHY?
i278	SOCIAL JUDGEMENT SCALE-ITEM 4
i3892	SOCIAL JUDGEMENT ITEM 4 - WHY?
i279	SOCIAL JUDGEMENT SCALE-ITEM 5
i3893	SOCIAL JUDGEMENT ITEM 5 - WHY?
i280	SOCIAL JUDGEMENT SCALE-ITEM 6
i3894	SOCIAL JUDGEMENT ITEM 6 - WHY?
i281	SOCIAL JUDGEMENT SCALE-ITEM 7
i3895	SOCIAL JUDGEMENT ITEM 7 - WHY?
i282	SOCIAL JUDGEMENT SCALE-ITEM 8
i3896	SOCIAL JUDGEMENT ITEM 8 - WHY?
i3897	CODER CODE
k005b	AGE IN DAYS AT COMPLETION OF PUPIL FORM
k010	A1-PARENTS LIKE TO HEAR ABOUT IDEAS
k011	A2-FEEL LONELY AT SCHOOL
k012	A3-OTHERS FALL OUT WITH YOU
k013	A4-DO YOU LIKE TEAM GAMES
k014	A5-DO OTHERS SAY NASTY THINGS ABOUT YOU
k015	A6-FEEL SHY IN FRONT OF TEACHER
k016	A7-LIKE WRITING STORIES
k017	A8-FEEL SAD BECAUSE NO-ONE TO PLAY WITH
k018	A9-GOOD AT MATHS
k019	A10-THINGS ABOUT SELF WOULD CHANGE
k020	A11-FEEL FOOLISH IN FRONT OF PEERS
k021	A12-DIFFICULTY WITH WOODWORK ETC..
k022	A13-FEEL FOOLISH WITH TEACHER
k023	A14-DO YOU HAVE TO FIND NEW FRIENDS
k024	A15-FOOLISH TALKING TO PARENTS
k025	A16-DO OTHERS THINK YOU TELL LIES
k026	B1-NERVOUS
k027	B1-LIVELY
k028	B1-LIKE COMPANY
k029	B1-WORRY A LOT
k030	B1-HAPPY GO LUCKY
k031	B1-QUIET
k032	B1-PREFER TO BE ON OWN
k033	B1-EASY-GOING
k034	B2-CAN YOU USE NEEDLE AND THREAD
k035	B3-DO YOU HAVE BREAKFAST
k036	B4-ABILITY IN MATHS
k037	B4-ABILITY IN READING
k038	B4-ABILITY IN SPELLING
k039	B4-ABILITY IN CREATIVE WRITING
k040	B4-ABILITY IN ART AND CRAFT
k041	B4-ABILITY IN TOPIC OR PROJECT
k042	B4-ABILITY IN GAMES
k043	B4-ABILITY IN GYMNASTICS
k044	B5-MID-DAY GO HOME TO EAT
k045	B5-MID-DAY TAKE SANDWICHES
k046	B5-MID-DAY SCHOOL DINNER
k047	B5-MID-DAY BUY FOOD AT SHOPS
k048	B5-MID-DAY DOESN'T EAT ANYTHING
k049	B6-DO YOU LIKE TO BE ON YOUR OWN
k050	B7-HOW MANY OF YOUR FRIENDS SMOKE
k051	B8-HAVE YOU EVER TRIED A CIGARETTE
k052	B9-HAVE YOU TRIED MORE THAN ONE
k053	B10-HOW MANY DO YOU SMOKE
k054	B11-CAN SMOKING DAMAGE YOUR HEALTH
k055	B12-TIME SPENT TALKING TO PARENTS
k056	B13-HOW OFTEN DO YOU EAT WHITE BREAD?
k057	B13-HOW OFTEN DO YOU EAT BROWN BREAD?
k058	B13-HOW OFTEN DO YOU EAT BUTTER?
